2040.401786329586, 15556828.408285769
2136.6361311572145, 15565138.146820428
2237.4093120054986, 15565138.146820428
2342.935400393908, 15565138.146820428
2453.4385643986566, 15565138.146820428
2569.1535448508466, 15565138.146820428
2690.3261539941927, 15565138.146820428
2817.2137976616664, 15565138.146820428
2950.0860220802774, 15565138.146820428
3089.2250864656003, 15565138.146820428
3234.9265626223505, 15565138.146820428
3387.499962824799, 15565138.146820428
3547.2693973107785, 15565138.146820428
3714.574262786009, 15565138.146820428
3889.769963401339, 15565138.146820428
4073.228665734415, 15565138.146820428
4265.340089379651, 15565138.146820428
4466.512334825903, 15565138.146820428
4677.1727503804805, 15565138.146820428
4897.768839981138, 15565138.146820428
5128.76921382448, 15565138.146820428
5370.6645838301865, 15565138.146820428
5623.96880605574, 15565138.146820428
5889.219972275985, 15565138.146820428
6166.981553046433, 15556828.408285769
6457.8435946784775, 15473974.629536241
6762.423972669186, 15473974.629536241
7081.36970424842, 15473974.629536241
7415.35832283145, 15473974.629536241
7765.099317296792, 15473974.629536241
8131.335639146794, 15473974.629536241
8514.845280752468, 15473974.629536241
8916.442928035385, 15473974.629536241
9336.98169109733, 15473974.629536241
9777.354916474016, 15473974.629536241
10238.498084862766, 15473974.629536241
10721.390798355285, 15473974.629536241
11227.058861397258, 15473974.629536241
11756.576459895006, 15473974.629536241
12311.068443098548, 15473974.629536241
12891.712713108162, 15473974.629536241
13499.742727080911, 15473974.629536241
14136.450117451866, 15465713.560341064
14803.18743573691, 15383345.04820593
15501.37102574512, 15383345.04820593
16232.48403230449, 15383345.04820593
16998.07955189274, 15375132.363298625
17799.783931865306, 15293246.27561796
18639.300225289913, 15293246.27561796
19518.41180872613, 15293246.27561796
20438.98617063524, 15293246.27561796
21402.978878468697, 15293246.27561796
22412.437732861337, 15203675.202876605
23469.507117755264, 15203675.202876605
24576.43255569436, 15122702.27520914
25735.56547796654, 15114628.739294546
26949.368219727447, 15106559.513587248
28220.41925071542, 15026103.812286416
29551.41865267088, 14962047.879014762
30945.193855094323, 14938097.36726266
32404.705641528326, 14890311.298797995
33933.05443912188, 14811007.309226116
35533.48690483907, 14763627.794157457
37209.40282230135, 14692842.552851554
38964.362323916386, 14591195.939189358
40802.09345363361, 14536754.725044684
42726.50008639263, 14428480.915748872
44741.67022108861, 14343974.690558951
46851.88466466912, 14244741.581069965
49061.62612581273, 14116010.321959078
51375.58873750449, 14018354.293693174
53798.68802873825, 13891668.920805246
56336.07136652927, 13744092.274648381
58993.12889041669, 13605346.86057293
61775.50496268696, 13453625.621096719
64689.110158639116, 13296493.942200689
67740.13382236449, 13127169.883433323
70935.05721471147, 12946167.897498881
74280.667281368, 12747223.783958118
77784.07107030523, 12558041.193900818
81452.71082921358, 12332090.067229401
85294.37981499915, 12116673.087785421
89317.23884892535, 11892310.97407984
93529.83365257003, 11653419.20061662
97941.11300141984, 11413229.845882252
102560.44773467109, 11160097.869677735
107397.65066161474, 10889295.18161064
112462.99740689411, 10602392.20349125
117767.2482389191, 10334079.465476755
123321.67092780129, 10040335.36809191
129138.06468137355, 9760151.52510368
135228.78521013522, 9467541.737555027
141606.7709743722, 9173901.239418393
148285.57066920534, 8875138.482682714
155279.37200595665, 8572361.196590688
162603.03185097149, 8266659.145062117
170272.10778591887, 7971858.844190774
178302.89115661662, 7675265.635623141
186712.4416805827, 7377878.104333345
195518.62368683337, 7092013.215772181
204740.1440649097, 6795416.622894246
214396.59200374607, 6514702.054075847
224508.48060480054, 6235586.01137758
235097.2904578414, 5968428.422749029
246185.51527196483, 5700527.344905559
257796.709658766, 5438839.468558999
269955.5391691817, 5183625.426329547
282687.8326902865, 4937749.621231633
296020.6373133551, 4690994.532331094
309982.27578974236, 4454191.358713242
324602.4066966381, 4224827.478156871
339912.087440505, 3998723.8667852515
355943.8402320329, 3778662.4354121624
372731.7211727661, 3559289.1359622
390311.39260015736, 3347284.9702769346
408720.1988447365, 3131143.162770857
427997.2455603224, 2916472.042833344
448183.4827957927, 2691969.2992831864
469321.7919848888, 2453106.217590673
490428.642536913, 2185625.0519954334
509274.14888340206, 1927162.612978473
525530.7540619059, 1702619.1114140728
541171.4456679971, 1496212.6549860926
558176.350226014, 1264306.7932146613
571681.6160655722, 1094682.320100448
584785.035927066, 955269.2468225379
595914.7752454586, 842426.9965612692
605985.5791393358, 741388.5430408923
616226.5769859113, 642484.7590452933
625329.3222402484, 557320.4414391394
631913.4924461967, 482145.21529261256
639370.1009495063, 412884.7524773261
646643.7211165036, 353850.6317237123
652426.4726540955, 303583.9497817052
656195.780835237, 262505.9213914525
660332.5939553343, 229556.19006499264
668684.6229461603, 196932.53425448955
673781.7468634198, 100543.33548243687
675392.3050380556, 10047.975928493024
667984.6040435936, 162400.2721865708
672618.3073381465, 133038.37707265376
674311.2480654885, 119479.0675990013
685576.359763936, 81384.68947998538
685706.9318524977, 71084.4592824527
685706.9318524977, 61846.28472966093
679985.2182397906, 55023.31392972625
685706.9318524977, 49154.76686915405
685706.9318524977, 41602.02074244975
679985.2182397906, 37339.99046755422
684272.0055896057, 31988.60194469258
682635.7663430674, 29029.622219481207
679985.2182397906, 25339.711270349086
679985.2182397906, 22267.808708491262
685706.9318524977, 19799.558206407855
679985.2182397906, 17196.066716262187
679985.2182397906, 15111.408338115001
679985.2182397906, 13279.470574820392
677142.2902000406, 11982.198961820981
685706.9318524977, 8067.937413440468
685706.9318524977, 7008.437080689418
683390.4669400348, 6093.485365854576
